CODE	CODE2	DISPLAY	SYSTEM	VALIDCODE	ACCPDX	ASTERISK	IM
45.1	451	Diagnostic procedures on small intestine	ICD9CM_2010_IM	0	Y	0	0
45.11	4511	Transabdominal endoscopy of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.12	4512	Endoscopy of small intestine through artificial stoma	ICD9CM_2010_IM	1	Y	0	0
45.13	4513	Other endoscopy of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.14	4514	Closed [endoscopic] biopsy of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.15	4515	Open biopsy of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.16	4516	Esophagogastroduodenoscopy [EGD] with closed biopsy	ICD9CM_2010_IM	1	Y	0	0
45.19	4519	Other diagnostic procedures on small intestine	ICD9CM_2010_IM	1	Y	0	0
45.2	452	Diagnostic procedures on other intestine	ICD9CM_2010_IM	0	Y	0	0
45.21	4521	Transabdominal endoscopy of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.22	4522	Endoscopy of large intestine through artificial stoma	ICD9CM_2010_IM	1	Y	0	0
45.23	4523	Colonoscopy	ICD9CM_2010_IM	1	Y	0	0
45.24	4524	Flexible sigmoidoscopy	ICD9CM_2010_IM	1	Y	0	0
45.25	4525	Closed [endoscopic] biopsy of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.26	4526	Open biopsy of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.27	4527	Intestinal biopsy, site unspecified	ICD9CM_2010_IM	1	Y	0	0
45.28	4528	Other diagnostic procedures on large intestine	ICD9CM_2010_IM	1	Y	0	0
45.29	4529	Other diagnostic procedures on intestine, site unspecified	ICD9CM_2010_IM	1	Y	0	0
45.3	453	Local excision or destruction of lesion or tissue of small intestine	ICD9CM_2010_IM	0	Y	0	0
45.30	4530	Endoscopic excision or destruction of lesion of duodenum	ICD9CM_2010_IM	1	Y	0	0
45.31	4531	Other local excision of lesion of duodenum	ICD9CM_2010_IM	1	Y	0	0
45.32	4532	Other destruction of lesion of duodenum	ICD9CM_2010_IM	1	Y	0	0
45.33	4533	Local excision of lesion or tissue of small intestine, except duodenum	ICD9CM_2010_IM	1	Y	0	0
45.34	4534	Other destruction of lesion of small intestine, except duodenum	ICD9CM_2010_IM	1	Y	0	0
45.4	454	Local excision or destruction of lesion or tissue of large intestine	ICD9CM_2010_IM	0	Y	0	0
45.41	4541	Excision of lesion or tissue of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.42	4542	Endoscopic polypectomy of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.43	4543	Endoscopic destruction of other lesion or tissue of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.49	4549	Other destruction of lesion of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.5	455	Isolation of intestinal segment	ICD9CM_2010_IM	0	Y	0	0
45.50	4550	Isolation of intestinal segment, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
45.51	4551	Isolation of segment of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.52	4552	Isolation of segment of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.6	456	Other excision of small intestine	ICD9CM_2010_IM	0	Y	0	0
45.61	4561	Multiple segmental resection of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.62	4562	Other partial resection of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.63	4563	Total removal of small intestine	ICD9CM_2010_IM	1	Y	0	0
45.7	457	Open and other partial excision of large intestine	ICD9CM_2010_IM	0	Y	0	0
45.71	4571	Open and other multiple segmental resection of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.72	4572	Open and other Cecectomy	ICD9CM_2010_IM	1	Y	0	0
45.73	4573	Open and other Right hemicolectomy	ICD9CM_2010_IM	1	Y	0	0
45.74	4574	Open and other Resection of transverse colon	ICD9CM_2010_IM	1	Y	0	0
45.75	4575	Open and other Left hemicolectomy	ICD9CM_2010_IM	1	Y	0	0
45.76	4576	Open and other Sigmoidectomy	ICD9CM_2010_IM	1	Y	0	0
45.79	4579	Other and unspecified partial excision of large intestine	ICD9CM_2010_IM	1	Y	0	0
45.8	458	Total intra-abdominal colectomy	ICD9CM_2010_IM	0	Y	0	0
45.81	4581	Laparoscopic total intra-abdominal colectomy	ICD9CM_2010_IM	1	Y	0	0
45.82	4582	Open total intra-abdominal colectomy	ICD9CM_2010_IM	1	Y	0	0
45.83	4583	Other and unspecified total intra-abdominal colectomy	ICD9CM_2010_IM	1	Y	0	0
45.9	459	Intestinal anastomosis	ICD9CM_2010_IM	0	Y	0	0
45.90	4590	Intestinal anastomosis, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
45.91	4591	Small-to-small intestinal anastomosis	ICD9CM_2010_IM	1	Y	0	0
45.92	4592	Anastomosis of small intestine to rectal stump	ICD9CM_2010_IM	1	Y	0	0
45.93	4593	Other small-to-large intestinal anastomosis	ICD9CM_2010_IM	1	Y	0	0
45.94	4594	Large-to-large intestinal anastomosis	ICD9CM_2010_IM	1	Y	0	0
45.95	4595	Anastomosis to anus	ICD9CM_2010_IM	1	Y	0	0
46	46	Other operations on intestine	ICD9CM_2010_IM	0	Y	0	0
46.0	460	Exteriorization of intestine	ICD9CM_2010_IM	0	Y	0	0
46.01	4601	Exteriorization of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.02	4602	Resection of exteriorized segment of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.03	4603	Exteriorization of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.04	4604	Resection of exteriorized segment of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.1	461	Colostomy	ICD9CM_2010_IM	0	Y	0	0
46.10	4610	Colostomy, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
46.11	4611	Temporary colostomy	ICD9CM_2010_IM	1	Y	0	0
46.13	4613	Permanent colostomy	ICD9CM_2010_IM	1	Y	0	0
46.14	4614	Delayed opening of colostomy	ICD9CM_2010_IM	1	Y	0	0
46.2	462	Ileostomy	ICD9CM_2010_IM	0	Y	0	0
46.20	4620	Ileostomy, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
46.21	4621	Temporary ileostomy	ICD9CM_2010_IM	1	Y	0	0
46.22	4622	Continent ileostomy	ICD9CM_2010_IM	1	Y	0	0
46.23	4623	Other permanent ileostomy	ICD9CM_2010_IM	1	Y	0	0
46.24	4624	Delayed opening of ileostomy	ICD9CM_2010_IM	1	Y	0	0
46.3	463	Other enterostomy	ICD9CM_2010_IM	0	Y	0	0
46.31	4631	Delayed opening of other enterostomy	ICD9CM_2010_IM	1	Y	0	0
46.32	4632	Percutaneous (endoscopic) jejunostomy [PEJ]	ICD9CM_2010_IM	1	Y	0	0
46.39	4639	Other enterostomy	ICD9CM_2010_IM	1	Y	0	0
46.4	464	Revision of intestinal stoma	ICD9CM_2010_IM	0	Y	0	0
46.40	4640	Revision of intestinal stoma, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
46.41	4641	Revision of stoma of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.42	4642	Repair of pericolostomy hernia	ICD9CM_2010_IM	1	Y	0	0
46.43	4643	Other revision of stoma of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.5	465	Closure of intestinal stoma	ICD9CM_2010_IM	0	Y	0	0
46.50	4650	Closure of intestinal stoma, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
46.51	4651	Closure of stoma of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.52	4652	Closure of stoma of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.6	466	Fixation of intestine	ICD9CM_2010_IM	0	Y	0	0
46.60	4660	Fixation of intestine, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
46.61	4661	Fixation of small intestine to abdominal wall	ICD9CM_2010_IM	1	Y	0	0
46.62	4662	Other fixation of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.63	4663	Fixation of large intestine to abdominal wall	ICD9CM_2010_IM	1	Y	0	0
46.64	4664	Other fixation of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.7	467	Other repair of intestine	ICD9CM_2010_IM	0	Y	0	0
46.71	4671	Suture of laceration of duodenum	ICD9CM_2010_IM	1	Y	0	0
46.72	4672	Closure of fistula of duodenum	ICD9CM_2010_IM	1	Y	0	0
46.73	4673	Suture of laceration of small intestine, except duodenum	ICD9CM_2010_IM	1	Y	0	0
46.74	4674	Closure of fistula of small intestine, except duodenum	ICD9CM_2010_IM	1	Y	0	0
46.75	4675	Suture of laceration of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.76	4676	Closure of fistula of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.79	4679	Other repair of intestine	ICD9CM_2010_IM	1	Y	0	0
46.8	468	Dilation and manipulation of intestine	ICD9CM_2010_IM	0	Y	0	0
46.80	4680	Intra-abdominal manipulation of intestine, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
46.81	4681	Intra-abdominal manipulation of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.82	4682	Intra-abdominal manipulation of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.85	4685	Dilation of intestine	ICD9CM_2010_IM	1	Y	0	0
46.86	4686	Endoscopic insertion of colonic stent(s)	ICD9CM_2010_IM	1	Y	0	0
46.87	4687	Other insertion of colonic stent(s)	ICD9CM_2010_IM	1	Y	0	0
46.9	469	Other operations on intestines	ICD9CM_2010_IM	0	Y	0	0
46.91	4691	Myotomy of sigmoid colon	ICD9CM_2010_IM	1	Y	0	0
46.92	4692	Myotomy of other parts of colon	ICD9CM_2010_IM	1	Y	0	0
46.93	4693	Revision of anastomosis of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.94	4694	Revision of anastomosis of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.95	4695	Local perfusion of small intestine	ICD9CM_2010_IM	1	Y	0	0
46.96	4696	Local perfusion of large intestine	ICD9CM_2010_IM	1	Y	0	0
46.97	4697	Transplant of intestine	ICD9CM_2010_IM	1	Y	0	0
46.99	4699	Other operations on intestines	ICD9CM_2010_IM	1	Y	0	0
47	47	Operations on appendix	ICD9CM_2010_IM	0	Y	0	0
47.0	470	Appendectomy	ICD9CM_2010_IM	0	Y	0	0
47.01	4701	Laparoscopic appendectomy	ICD9CM_2010_IM	1	Y	0	0
47.09	4709	Other appendectomy	ICD9CM_2010_IM	1	Y	0	0
47.1	471	Incidental appendectomy	ICD9CM_2010_IM	0	Y	0	0
47.11	4711	Laparoscopic incidental appendectomy	ICD9CM_2010_IM	1	Y	0	0
47.19	4719	other incidental appendectomy	ICD9CM_2010_IM	1	Y	0	0
47.2	472	Drainage of appendiceal abscess	ICD9CM_2010_IM	1	Y	0	0
47.9	479	Other operations on appendix	ICD9CM_2010_IM	0	Y	0	0
47.91	4791	Appendicostomy	ICD9CM_2010_IM	1	Y	0	0
47.92	4792	Closure of appendiceal fistula	ICD9CM_2010_IM	1	Y	0	0
47.99	4799	Other operations on appendix	ICD9CM_2010_IM	1	Y	0	0
48	48	Operations on rectum rectosigmoid, and perirectal tissue	ICD9CM_2010_IM	0	Y	0	0
48.0	480	Proctotomy	ICD9CM_2010_IM	1	Y	0	0
48.1	481	Proctostomy	ICD9CM_2010_IM	1	Y	0	0
48.2	482	Diagnostic procedures on rectum, rectosigmoid, and perirectal tissue	ICD9CM_2010_IM	0	Y	0	0
48.21	4821	Transabdominal proctosigmoidoscopy	ICD9CM_2010_IM	1	Y	0	0
48.22	4822	Proctosigmoidoscopy through artificial stoma	ICD9CM_2010_IM	1	Y	0	0
48.23	4823	Rigid proctosigmoidoscopy	ICD9CM_2010_IM	1	Y	0	0
48.24	4824	Closed [endoscopic] biopsy of rectum	ICD9CM_2010_IM	1	Y	0	0
48.25	4825	Open biopsy of rectum	ICD9CM_2010_IM	1	Y	0	0
48.26	4826	Biopsy of perirectal tissue	ICD9CM_2010_IM	1	Y	0	0
48.29	4829	Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue	ICD9CM_2010_IM	1	Y	0	0
48.3	483	Local excision or destruction of lesion or tissue of rectum	ICD9CM_2010_IM	0	Y	0	0
48.31	4831	Radical electrocoagulation of rectal lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
48.32	4832	Other electrocoagulation of rectal lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
48.33	4833	Destruction of rectal lesion or tissue by laser	ICD9CM_2010_IM	1	Y	0	0
48.34	4834	Destruction of rectal lesion or tissue by cryosurgery	ICD9CM_2010_IM	1	Y	0	0
48.35	4835	Local excision of rectal lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
48.36	4836	[Endoscopic] polypectomy of rectum	ICD9CM_2010_IM	1	Y	0	0
48.4	484	Pull-through resection of rectum	ICD9CM_2010_IM	0	Y	0	0
48.40	4840	Pull-through resection of rectum, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
48.41	4841	Soave submucosal resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.42	4842	Laparoscopic pull-through resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.43	4843	Open pull-through resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.49	4849	Other pull-through resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.5	485	Abdominoperineal resection of rectum	ICD9CM_2010_IM	0	Y	0	0
48.50	4850	Abdominoperineal resection of the rectum, not otherwise specified	ICD9CM_2010_IM	1	Y	0	0
48.51	4851	Laparoscopic abdominoperineal resection of the rectum	ICD9CM_2010_IM	1	Y	0	0
48.52	4852	Open abdominoperineal resection of the rectum	ICD9CM_2010_IM	1	Y	0	0
48.59	4859	Other abdominoperineal resection of the rectum	ICD9CM_2010_IM	1	Y	0	0
48.6	486	Other resection of rectum	ICD9CM_2010_IM	0	Y	0	0
48.61	4861	Transsacral rectosigmoidectomy	ICD9CM_2010_IM	1	Y	0	0
48.62	4862	Anterior resection of rectum with synchronous colostomy	ICD9CM_2010_IM	1	Y	0	0
48.63	4863	Other anterior resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.631	48631	Laparoscopic anterior resection of rectum (IM)	ICD9CM_2010_IM	1	Y	0	1
48.632	48632	Laparoscopic low anterior resection of rectum (IM)	ICD9CM_2010_IM	1	Y	0	1
48.64	4864	Posterior resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.65	4865	Duhamel resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.69	4869	Other resection of rectum	ICD9CM_2010_IM	1	Y	0	0
48.7	487	Repair of rectum	ICD9CM_2010_IM	0	Y	0	0
48.71	4871	Suture of laceration of rectum	ICD9CM_2010_IM	1	Y	0	0
48.72	4872	Closure of proctostomy	ICD9CM_2010_IM	1	Y	0	0
48.73	4873	Closure of other rectal fistula	ICD9CM_2010_IM	1	Y	0	0
48.74	4874	Rectorectostomy	ICD9CM_2010_IM	1	Y	0	0
48.75	4875	Abdominal proctopexy	ICD9CM_2010_IM	1	Y	0	0
48.76	4876	Other proctopexy	ICD9CM_2010_IM	1	Y	0	0
48.79	4879	Other repair of rectum	ICD9CM_2010_IM	1	Y	0	0
48.8	488	Incision or excision of perirectal tissue or lesion	ICD9CM_2010_IM	0	Y	0	0
48.81	4881	Incision of perirectal tissue	ICD9CM_2010_IM	1	Y	0	0
48.82	4882	Excision of perirectal tissue	ICD9CM_2010_IM	1	Y	0	0
48.9	489	Other operations on rectum and perirectal tissue	ICD9CM_2010_IM	0	Y	0	0
48.91	4891	Incision of rectal stricture	ICD9CM_2010_IM	1	Y	0	0
48.92	4892	Anorectal myectomy	ICD9CM_2010_IM	1	Y	0	0
48.93	4893	Repair of perirectal fistula	ICD9CM_2010_IM	1	Y	0	0
48.99	4899	Other operations on rectum and perirectal tissue	ICD9CM_2010_IM	1	Y	0	0
49	49	Operations on anus	ICD9CM_2010_IM	0	Y	0	0
49.0	490	Incision or excision of perianal tissue	ICD9CM_2010_IM	0	Y	0	0
49.01	4901	Incision of perianal abscess	ICD9CM_2010_IM	1	Y	0	0
49.02	4902	Other incision of perianal tissue	ICD9CM_2010_IM	1	Y	0	0
49.03	4903	Excision of perianal skin tags	ICD9CM_2010_IM	1	Y	0	0
49.04	4904	Other excision of perianal tissue	ICD9CM_2010_IM	1	Y	0	0
49.1	491	Incision or excision of anal fistula	ICD9CM_2010_IM	0	Y	0	0
49.11	4911	Anal fistulotomy	ICD9CM_2010_IM	1	Y	0	0
49.12	4912	Anal fistulectomy	ICD9CM_2010_IM	1	Y	0	0
49.2	492	Diagnostic procedures on anus and perianal tissue	ICD9CM_2010_IM	0	Y	0	0
49.21	4921	Anoscopy	ICD9CM_2010_IM	1	Y	0	0
49.22	4922	Biopsy of perianal tissue	ICD9CM_2010_IM	1	Y	0	0
49.23	4923	Biopsy of anus	ICD9CM_2010_IM	1	Y	0	0
49.29	4929	Other diagnostic procedures on anus and perianal tissue	ICD9CM_2010_IM	1	Y	0	0
49.3	493	Local excision or destruction of other lesion or tissue of anus	ICD9CM_2010_IM	0	Y	0	0
49.31	4931	Endoscopic excision or destruction of lesion or tissue of anus	ICD9CM_2010_IM	1	Y	0	0
49.39	4939	Other local excision or destruction of lesion or tissue of anus	ICD9CM_2010_IM	1	Y	0	0
49.4	494	Procedures on hemorrhoids	ICD9CM_2010_IM	0	Y	0	0
49.41	4941	Reduction of hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.42	4942	Injection of hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.43	4943	Cauterization of hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.44	4944	Destruction of hemorrhoids by cryotherapy	ICD9CM_2010_IM	1	Y	0	0
49.45	4945	Ligation of hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.46	4946	Excision of hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.47	4947	Evacuation of thrombosed hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.49	4949	Other procedures on hemorrhoids	ICD9CM_2010_IM	1	Y	0	0
49.5	495	Division of anal sphincter	ICD9CM_2010_IM	0	Y	0	0
49.51	4951	Left lateral anal sphincterotomy	ICD9CM_2010_IM	1	Y	0	0
49.52	4952	Posterior anal sphincterotomy	ICD9CM_2010_IM	1	Y	0	0
49.59	4959	Other anal sphincterotomy	ICD9CM_2010_IM	1	Y	0	0
49.6	496	Excision of anus	ICD9CM_2010_IM	1	Y	0	0
49.7	497	Repair of anus	ICD9CM_2010_IM	0	Y	0	0
49.71	4971	Suture of laceration of anus	ICD9CM_2010_IM	1	Y	0	0
49.72	4972	Anal cerclage	ICD9CM_2010_IM	1	Y	0	0
49.73	4973	Closure of anal fistula	ICD9CM_2010_IM	1	Y	0	0
49.74	4974	Gracilis muscle transplant for anal incontinence	ICD9CM_2010_IM	1	Y	0	0
49.75	4975	Implantation or revision of artificial anal sphincter	ICD9CM_2010_IM	1	Y	0	0
49.76	4976	Removal of artificial anal sphincter	ICD9CM_2010_IM	1	Y	0	0
49.79	4979	Other repair of anal sphincter	ICD9CM_2010_IM	1	Y	0	0
49.9	499	Other operations on anus	ICD9CM_2010_IM	0	Y	0	0
49.91	4991	Incision of anal septum	ICD9CM_2010_IM	1	Y	0	0
49.92	4992	Insertion of subcutaneous electrical anal stimulator	ICD9CM_2010_IM	1	Y	0	0
49.93	4993	Other incision of anus	ICD9CM_2010_IM	1	Y	0	0
49.94	4994	Reduction of anal prolapse	ICD9CM_2010_IM	1	Y	0	0
49.95	4995	Control of (postoperative) hemorrhage of anus	ICD9CM_2010_IM	1	Y	0	0
49.99	4999	Other operations on anus	ICD9CM_2010_IM	1	Y	0	0
50	50	Operations on liver	ICD9CM_2010_IM	0	Y	0	0
50.0	500	Hepatotomy	ICD9CM_2010_IM	1	Y	0	0
50.1	501	Diagnostic procedures on liver	ICD9CM_2010_IM	0	Y	0	0
50.11	5011	Closed (percutaneous) [needle] biopsy of liver	ICD9CM_2010_IM	1	Y	0	0
50.12	5012	Open biopsy of liver	ICD9CM_2010_IM	1	Y	0	0
50.13	5013	Transjugular liver biopsy	ICD9CM_2010_IM	1	Y	0	0
50.14	5014	Laparoscopic liver biopsy	ICD9CM_2010_IM	1	Y	0	0
50.19	5019	Other diagnostic procedures on liver	ICD9CM_2010_IM	1	Y	0	0
50.2	502	Local excision or destruction of liver tissue or lesion	ICD9CM_2010_IM	0	Y	0	0
50.21	5021	Marsupialization of lesion of liver	ICD9CM_2010_IM	1	Y	0	0
50.22	5022	Partial hepatectomy	ICD9CM_2010_IM	1	Y	0	0
50.23	5023	Open ablation of liver lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
50.24	5024	Percutaneous ablation of liver lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
50.25	5025	Laparoscopic ablation of liver lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
50.26	5026	Other and unspecified ablation of liver lesion or tissue	ICD9CM_2010_IM	1	Y	0	0
50.29	5029	Other destruction of lesion of liver	ICD9CM_2010_IM	1	Y	0	0
50.3	503	Lobectomy of liver	ICD9CM_2010_IM	1	Y	0	0
50.4	504	Total hepatectomy	ICD9CM_2010_IM	1	Y	0	0
50.40	5040	Laparoscopic liver resection (IM)	ICD9CM_2010_IM	1	Y	0	1
50.5	505	Liver transplant	ICD9CM_2010_IM	0	Y	0	0
50.51	5051	Auxiliary liver transplant	ICD9CM_2010_IM	1	Y	0	0
50.59	5059	Other transplant of liver	ICD9CM_2010_IM	1	Y	0	0
50.6	506	Repair of liver	ICD9CM_2010_IM	0	Y	0	0
50.61	5061	Closure of laceration of liver	ICD9CM_2010_IM	1	Y	0	0
50.69	5069	Other repair of liver	ICD9CM_2010_IM	1	Y	0	0
50.9	509	Other operations on liver	ICD9CM_2010_IM	0	Y	0	0
50.91	5091	Percutaneous aspiration of liver	ICD9CM_2010_IM	1	Y	0	0
50.92	5092	Extracorporeal hepatic assistance	ICD9CM_2010_IM	1	Y	0	0
50.93	5093	Localized perfusion of liver	ICD9CM_2010_IM	1	Y	0	0
50.94	5094	Other injection of therapeutic substance into liver	ICD9CM_2010_IM	1	Y	0	0
50.99	5099	Other operations on liver	ICD9CM_2010_IM	1	Y	0	0
51	51	Operations on gallbladder and biliary tract	ICD9CM_2010_IM	0	Y	0	0
51.0	510	Cholecystotomy and cholecystostomy	ICD9CM_2010_IM	0	Y	0	0
51.01	5101	Percutaneous aspiration of gallbladder	ICD9CM_2010_IM	1	Y	0	0
51.02	5102	Trocar cholecystostomy	ICD9CM_2010_IM	1	Y	0	0
51.03	5103	Other cholecystostomy	ICD9CM_2010_IM	1	Y	0	0
51.04	5104	Other cholecystotomy	ICD9CM_2010_IM	1	Y	0	0
51.1	511	Diagnostic procedures on biliary tract	ICD9CM_2010_IM	0	Y	0	0
51.10	5110	Endoscopic retrograde cholangiopancreatography [ERCP]	ICD9CM_2010_IM	1	Y	0	0
51.11	5111	Endoscopic retrograde cholangiography [ERC]	ICD9CM_2010_IM	1	Y	0	0
51.12	5112	Percutaneous biopsy of gallbladder or bile ducts	ICD9CM_2010_IM	1	Y	0	0
51.120	51120	Laparoscopic biopsy gonad (IM)	ICD9CM_2010_IM	1	Y	0	1
51.13	5113	Open biopsy of gallbladder or bile ducts	ICD9CM_2010_IM	1	Y	0	0
51.14	5114	Other closed [endoscopic] biopsy of biliary duct or sphincter of Oddi	ICD9CM_2010_IM	1	Y	0	0
51.15	5115	Pressure measurement of sphincter of Oddi	ICD9CM_2010_IM	1	Y	0	0
51.19	5119	Other diagnostic procedures on biliary tract	ICD9CM_2010_IM	1	Y	0	0
51.2	512	Cholecystectomy	ICD9CM_2010_IM	0	Y	0	0
51.21	5121	Other partial cholecystectomy	ICD9CM_2010_IM	1	Y	0	0
51.22	5122	Cholecystectomy	ICD9CM_2010_IM	1	Y	0	0
51.23	5123	Laparoscopic cholecystectomy	ICD9CM_2010_IM	1	Y	0	0
51.24	5124	Laparoscopic partial cholecystectomy	ICD9CM_2010_IM	1	Y	0	0
51.3	513	Anastomosis of gallbladder or bile duct	ICD9CM_2010_IM	0	Y	0	0
51.31	5131	Anastomosis of gallbladder to hepatic ducts	ICD9CM_2010_IM	1	Y	0	0
51.32	5132	Anastomosis of gallbladder to intestine	ICD9CM_2010_IM	1	Y	0	0
51.33	5133	Anastomosis of gallbladder to pancreas	ICD9CM_2010_IM	1	Y	0	0
51.34	5134	Anastomosis of gallbladder to stomach	ICD9CM_2010_IM	1	Y	0	0
51.35	5135	Other gallbladder anastomosis	ICD9CM_2010_IM	1	Y	0	0
51.36	5136	Choledochoenterostomy	ICD9CM_2010_IM	1	Y	0	0
51.37	5137	Anastomosis of hepatic duct to gastrointestinal tract	ICD9CM_2010_IM	1	Y	0	0
51.39	5139	Other bile duct anastomosis	ICD9CM_2010_IM	1	Y	0	0
51.4	514	Incision of bile duct for relief of obstruction	ICD9CM_2010_IM	0	Y	0	0
51.41	5141	Common duct exploration for removal of calculus	ICD9CM_2010_IM	1	Y	0	0
51.42	5142	Common duct exploration for relief of other obstruction	ICD9CM_2010_IM	1	Y	0	0
51.43	5143	Insertion of choledochohepatic tube for decompression	ICD9CM_2010_IM	1	Y	0	0
51.49	5149	Incision of other bile ducts for relief of obstruction	ICD9CM_2010_IM	1	Y	0	0
51.5	515	Other incision of bile duct	ICD9CM_2010_IM	0	Y	0	0
51.51	5151	Exploration of common duct	ICD9CM_2010_IM	1	Y	0	0
51.59	5159	Other incision of other bile duct	ICD9CM_2010_IM	1	Y	0	0
51.6	516	Local excision or destruction of lesion or tissue of biliary ducts and sphincter of Oddi	ICD9CM_2010_IM	0	Y	0	0
51.61	5161	Excision of cystic duct remnant	ICD9CM_2010_IM	1	Y	0	0
51.62	5162	Excision of ampulla of vater (with reimplantation of common duct)	ICD9CM_2010_IM	1	Y	0	0
51.63	5163	Other excision of common duct	ICD9CM_2010_IM	1	Y	0	0
51.64	5164	Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi	ICD9CM_2010_IM	1	Y	0	0
51.69	5169	Excision of other bile duct	ICD9CM_2010_IM	1	Y	0	0
51.7	517	Repair of bile ducts	ICD9CM_2010_IM	0	Y	0	0
51.71	5171	Simple suture of common bile duct	ICD9CM_2010_IM	1	Y	0	0
51.72	5172	Choledochoplasty	ICD9CM_2010_IM	1	Y	0	0
51.79	5179	Repair of other bile ducts	ICD9CM_2010_IM	1	Y	0	0
51.8	518	Other operations on biliary ducts and sphincter of Oddi	ICD9CM_2010_IM	0	Y	0	0
51.81	5181	Dilation of sphincter of Oddi	ICD9CM_2010_IM	1	Y	0	0
51.82	5182	Pancreatic sphincterotomy	ICD9CM_2010_IM	1	Y	0	0
51.83	5183	Pancreatic sphincteroplasty	ICD9CM_2010_IM	1	Y	0	0
51.84	5184	Endoscopic dilation of ampulla and biliary duct	ICD9CM_2010_IM	1	Y	0	0
51.85	5185	Endoscopic sphincterotomy and papillotomy	ICD9CM_2010_IM	1	Y	0	0
51.86	5186	Endoscopic insertion of nasobiliary drainage tube	ICD9CM_2010_IM	1	Y	0	0
51.87	5187	Endoscopic insertion of stent (tube) into bile duct	ICD9CM_2010_IM	1	Y	0	0
51.88	5188	Endoscopic removal of stone(s) from biliary tract	ICD9CM_2010_IM	1	Y	0	0
51.89	5189	Other operations on sphincter of Oddi	ICD9CM_2010_IM	1	Y	0	0
51.9	519	Other operations on biliary tract	ICD9CM_2010_IM	0	Y	0	0
51.91	5191	Repair of laceration of gallbladder	ICD9CM_2010_IM	1	Y	0	0
51.92	5192	Closure of cholecystostomy	ICD9CM_2010_IM	1	Y	0	0
51.93	5193	Closure of other biliary fistula	ICD9CM_2010_IM	1	Y	0	0
51.94	5194	Revision of anastomosis of biliary tract	ICD9CM_2010_IM	1	Y	0	0
